state,metropolitan_nonmetropolitan,county,violent_crime,murder_and_nonnegligent_manslaughter,rape,robbery,aggravated_assault,property_crime,burglary,larceny_theft,motor_vehicle_theft,arson,year
IOWA,Nonmetropolitan County,Kossuth,12,0,0,0,12,10,2,7,1,0,2024
IOWA,Nonmetropolitan County,Lee,19,0,6,0,13,62,21,26,15,1,2024
IOWA,Nonmetropolitan County,Louisa,18,0,0,0,18,36,7,26,3,1,2024
IOWA,Nonmetropolitan County,Lucas,8,0,4,0,4,70,22,42,6,1,2024
IOWA,Nonmetropolitan County,Lyon,1,0,0,0,1,18,7,8,3,0,2024
IOWA,Nonmetropolitan County,Mahaska,3,0,0,0,3,18,3,8,7,2,2024
IOWA,Nonmetropolitan County,Marion,20,0,1,0,19,42,14,18,10,0,2024
IOWA,Nonmetropolitan County,Mitchell,3,1,0,0,2,10,4,5,1,0,2024
IOWA,Nonmetropolitan County,Monona,12,1,1,0,10,34,9,20,5,0,2024
IOWA,Nonmetropolitan County,Muscatine,20,0,3,0,17,39,19,14,6,1,2024
IOWA,Nonmetropolitan County,O'Brien,12,0,1,0,11,37,6,26,5,0,2024
IOWA,Nonmetropolitan County,Osceola,5,0,3,0,2,7,0,4,3,0,2024
IOWA,Nonmetropolitan County,Page,5,0,1,0,4,16,1,12,3,1,2024
IOWA,Nonmetropolitan County,Palo Alto,6,0,0,0,6,31,7,19,5,1,2024
IOWA,Nonmetropolitan County,Plymouth,6,0,1,0,5,28,8,18,2,0,2024
IOWA,Nonmetropolitan County,Pocahontas,3,0,2,0,1,8,1,7,0,0,2024
IOWA,Nonmetropolitan County,Poweshiek,19,0,8,0,11,45,11,24,10,0,2024
IOWA,Nonmetropolitan County,Sac,7,0,1,0,6,9,3,5,1,0,2024
IOWA,Nonmetropolitan County,Shelby,2,0,0,0,2,16,8,7,1,0,2024
IOWA,Nonmetropolitan County,Sioux,15,0,6,0,9,35,5,21,9,1,2024
IOWA,Nonmetropolitan County,Tama,7,0,0,0,7,30,8,18,4,0,2024
IOWA,Nonmetropolitan County,Taylor,3,1,0,0,2,16,6,7,3,1,2024
IOWA,Nonmetropolitan County,Union,9,0,0,0,9,7,3,4,0,0,2024
IOWA,Nonmetropolitan County,Van Buren,9,0,1,0,8,17,3,8,6,1,2024
IOWA,Nonmetropolitan County,Wapello,17,0,2,1,14,101,32,58,11,0,2024
IOWA,Nonmetropolitan County,Wayne,7,0,4,0,3,20,3,15,2,0,2024
IOWA,Nonmetropolitan County,Webster,29,3,4,1,21,66,18,37,11,2,2024
IOWA,Nonmetropolitan County,Winneshiek,23,0,0,0,23,6,1,1,4,0,2024
IOWA,Nonmetropolitan County,Worth,3,0,1,0,2,6,5,0,1,0,2024
IOWA,Nonmetropolitan County,Wright,3,0,0,0,3,12,6,5,1,1,2024
KANSAS,Metropolitan County,Butler,38,0,2,3,33,133,41,68,24,3,2024
KANSAS,Metropolitan County,Cherokee,25,0,2,1,22,100,29,52,19,3,2024
KANSAS,Metropolitan County,Douglas,27,1,2,1,23,67,17,36,14,1,2024
KANSAS,Metropolitan County,Geary,13,0,3,0,10,26,5,17,4,0,2024
KANSAS,Metropolitan County,Harvey,13,0,1,0,12,27,13,12,2,1,2024
KANSAS,Metropolitan County,Jackson,20,0,2,0,18,54,9,41,4,1,2024
KANSAS,Metropolitan County,Jefferson,21,0,1,0,20,154,22,108,24,0,2024
KANSAS,Metropolitan County,Johnson,65,1,6,1,57,191,33,128,30,3,2024
KANSAS,Metropolitan County,Leavenworth,34,0,1,0,33,37,8,29,0,3,2024
KANSAS,Metropolitan County,Linn,10,0,1,0,9,52,13,31,8,0,2024
KANSAS,Metropolitan County,Miami,22,1,6,2,13,95,35,49,11,2,2024
KANSAS,Metropolitan County,Osage,18,0,6,0,12,49,12,26,11,1,2024
KANSAS,Metropolitan County,Pottawatomie,42,0,6,0,36,84,27,52,5,1,2024
KANSAS,Metropolitan County,Riley County Police Department,198,1,34,6,157,1007,119,817,71,12,2024
KANSAS,Metropolitan County,Sedgwick,260,4,30,7,219,548,143,342,63,4,2024
KANSAS,Metropolitan County,Shawnee,104,3,8,4,89,476,103,326,47,3,2024
KANSAS,Metropolitan County,Sumner,18,0,0,2,16,66,18,31,17,4,2024
KANSAS,Metropolitan County,Wabaunsee,24,0,6,0,18,44,5,32,7,2,2024
KANSAS,Metropolitan County,Wyandotte,25,2,1,3,19,44,2,37,5,0,2024
KANSAS,Nonmetropolitan County,Allen,6,0,0,0,6,35,12,16,7,1,2024
KANSAS,Nonmetropolitan County,Anderson,7,0,1,0,6,15,4,11,0,2,2024
KANSAS,Nonmetropolitan County,Atchison,4,0,1,0,3,34,3,25,6,2,2024
KANSAS,Nonmetropolitan County,Barber,2,0,0,0,2,15,2,7,6,0,2024
KANSAS,Nonmetropolitan County,Barton,24,0,3,1,20,41,13,23,5,0,2024
KANSAS,Nonmetropolitan County,Bourbon,31,0,1,0,30,55,14,39,2,1,2024
KANSAS,Nonmetropolitan County,Brown,7,0,0,0,7,6,2,3,1,0,2024
KANSAS,Nonmetropolitan County,Chase,4,0,1,0,3,26,6,16,4,0,2024
KANSAS,Nonmetropolitan County,Cheyenne,5,0,0,0,5,15,4,9,2,0,2024
KANSAS,Nonmetropolitan County,Clark,8,0,1,1,6,9,0,9,0,0,2024
KANSAS,Nonmetropolitan County,Clay,10,0,1,0,9,7,3,1,3,0,2024
KANSAS,Nonmetropolitan County,Coffey,15,0,6,0,9,28,6,18,4,1,2024
KANSAS,Nonmetropolitan County,Cowley,9,0,1,0,8,39,15,19,5,2,2024
KANSAS,Nonmetropolitan County,Crawford,28,0,1,0,27,85,0,69,16,0,2024
KANSAS,Nonmetropolitan County,Dickinson,6,0,1,0,5,32,6,22,4,0,2024
KANSAS,Nonmetropolitan County,Edwards,4,0,2,0,2,15,6,9,0,0,2024
KANSAS,Nonmetropolitan County,Ellis,16,0,1,0,15,46,15,29,2,1,2024
KANSAS,Nonmetropolitan County,Ellsworth,3,0,1,0,2,33,14,15,4,0,2024
KANSAS,Nonmetropolitan County,Finney,57,0,7,2,48,94,37,42,15,3,2024
KANSAS,Nonmetropolitan County,Ford,12,0,0,1,11,25,4,17,4,1,2024
KANSAS,Nonmetropolitan County,Franklin,24,0,4,2,18,87,21,57,9,0,2024
KANSAS,Nonmetropolitan County,Gove,0,0,0,0,0,10,1,9,0,0,2024
KANSAS,Nonmetropolitan County,Gray,2,0,0,1,1,28,8,19,1,1,2024
KANSAS,Nonmetropolitan County,Greeley,0,0,0,0,0,4,0,4,0,0,2024
KANSAS,Nonmetropolitan County,Greenwood,21,0,5,0,16,56,8,46,2,0,2024
KANSAS,Nonmetropolitan County,Hamilton,8,0,1,0,7,15,2,11,2,1,2024
KANSAS,Nonmetropolitan County,Harper,1,0,0,0,1,6,3,3,0,0,2024
KANSAS,Nonmetropolitan County,Haskell,3,0,0,0,3,13,4,6,3,0,2024
KANSAS,Nonmetropolitan County,Kearny,6,0,2,0,4,33,1,27,5,1,2024
KANSAS,Nonmetropolitan County,Kiowa,3,0,0,0,3,8,2,5,1,3,2024
KANSAS,Nonmetropolitan County,Labette,6,0,1,0,5,28,8,17,3,1,2024
KANSAS,Nonmetropolitan County,Marion,7,0,0,0,7,66,51,11,4,0,2024
KANSAS,Nonmetropolitan County,Marshall,10,0,0,0,10,19,5,13,1,1,2024
KANSAS,Nonmetropolitan County,Montgomery,15,1,3,0,11,256,217,27,12,3,2024
KANSAS,Nonmetropolitan County,Morris,6,0,1,0,5,7,2,5,0,0,2024
KANSAS,Nonmetropolitan County,Nemaha,5,0,1,0,4,12,3,9,0,0,2024
KANSAS,Nonmetropolitan County,Neosho,4,0,1,0,3,54,17,32,5,4,2024
KANSAS,Nonmetropolitan County,Norton,3,0,0,0,3,11,6,3,2,0,2024
KANSAS,Nonmetropolitan County,Pawnee,3,1,0,0,2,44,41,3,0,0,2024
KANSAS,Nonmetropolitan County,Reno,30,0,6,0,24,114,22,73,19,5,2024
KANSAS,Nonmetropolitan County,Rice,8,0,1,0,7,11,2,7,2,0,2024
KANSAS,Nonmetropolitan County,Rooks,5,0,0,0,5,28,6,20,2,0,2024
KANSAS,Nonmetropolitan County,Rush,6,0,1,0,5,19,9,8,2,2,2024
KANSAS,Nonmetropolitan County,Russell,10,0,0,0,10,25,2,20,3,1,2024
KANSAS,Nonmetropolitan County,Saline,22,1,3,0,18,62,20,35,7,2,2024
KANSAS,Nonmetropolitan County,Scott,0,0,0,0,0,1,0,0,1,0,2024
KANSAS,Nonmetropolitan County,Sheridan,1,0,0,0,1,3,0,0,3,0,2024
KANSAS,Nonmetropolitan County,Thomas,10,0,1,0,9,12,2,9,1,0,2024
KANSAS,Nonmetropolitan County,Washington,8,0,0,1,7,12,0,9,3,0,2024
KANSAS,Nonmetropolitan County,Wilson,16,0,0,0,16,23,7,12,4,0,2024
KANSAS,Nonmetropolitan County,Woodson,8,0,0,0,8,16,9,6,1,0,2024
KENTUCKY,Metropolitan County,Allen,7,0,0,1,6,47,12,23,12,0,2024
KENTUCKY,Metropolitan County,Ballard,4,0,0,0,4,56,19,27,10,0,2024
KENTUCKY,Metropolitan County,Boone,67,3,32,7,25,531,82,359,90,2,2024
KENTUCKY,Metropolitan County,Bourbon,5,0,0,0,5,28,8,19,1,0,2024
KENTUCKY,Metropolitan County,Boyd,15,0,2,2,11,135,31,86,18,0,2024
KENTUCKY,Metropolitan County,Bracken,0,0,0,0,0,25,4,17,4,0,2024
KENTUCKY,Metropolitan County,Bullitt,20,1,2,2,15,211,31,138,42,0,2024
KENTUCKY,Metropolitan County,Butler,5,0,0,2,3,20,5,10,5,0,2024
KENTUCKY,Metropolitan County,Campbell,0,0,0,0,0,0,0,0,0,0,2024
KENTUCKY,Metropolitan County,Campbell County Police Department,8,0,3,0,5,76,5,62,9,1,2024
KENTUCKY,Metropolitan County,Carlisle,3,0,0,0,3,6,1,3,2,0,2024
KENTUCKY,Metropolitan County,Carter,3,0,0,0,3,33,6,15,12,0,2024
KENTUCKY,Metropolitan County,Christian,13,0,1,3,9,129,40,72,17,0,2024
KENTUCKY,Metropolitan County,Clark,11,0,5,0,6,74,23,45,6,1,2024
KENTUCKY,Metropolitan County,Daviess,22,0,5,1,16,276,51,193,32,2,2024
KENTUCKY,Metropolitan County,Edmonson,8,0,0,0,8,41,6,25,10,1,2024
KENTUCKY,Metropolitan County,Fayette,0,0,0,0,0,1,0,1,0,0,2024
KENTUCKY,Metropolitan County,Gallatin,6,0,2,0,4,29,11,11,7,0,2024
KENTUCKY,Metropolitan County,Grant,16,0,4,1,11,76,11,55,10,0,2024
KENTUCKY,Metropolitan County,Greenup,5,1,0,0,4,18,2,8,8,0,2024
KENTUCKY,Metropolitan County,Hardin,28,0,3,2,23,139,37,82,20,2,2024
KENTUCKY,Metropolitan County,Henry,2,0,1,0,1,10,2,5,3,1,2024
KENTUCKY,Metropolitan County,Jefferson,2,0,0,0,2,0,0,0,0,0,2024
KENTUCKY,Metropolitan County,Jessamine,10,0,0,0,10,107,26,71,10,0,2024
KENTUCKY,Metropolitan County,Kenton,1,0,0,0,1,0,0,0,0,0,2024
KENTUCKY,Metropolitan County,Kenton County Police Department,22,0,3,1,18,48,8,34,6,2,2024
KENTUCKY,Metropolitan County,Larue,2,0,1,0,1,21,2,15,4,0,2024
KENTUCKY,Metropolitan County,Lawrence,4,0,0,0,4,35,18,9,8,1,2024
KENTUCKY,Metropolitan County,Livingston,9,0,0,1,8,48,7,34,7,3,2024
KENTUCKY,Metropolitan County,McCracken,41,0,14,2,25,328,85,205,38,3,2024
KENTUCKY,Metropolitan County,McLean,0,0,0,0,0,25,10,14,1,2,2024
KENTUCKY,Metropolitan County,Meade,10,1,1,1,7,63,11,35,17,2,2024
KENTUCKY,Metropolitan County,Nelson,26,0,5,3,18,131,28,83,20,1,2024
KENTUCKY,Metropolitan County,Oldham,0,0,0,0,0,2,1,0,1,0,2024
KENTUCKY,Metropolitan County,Oldham County Police Department,22,0,8,2,12,385,59,262,64,4,2024
KENTUCKY,Metropolitan County,Pendleton,2,0,0,0,2,38,9,18,11,0,2024
KENTUCKY,Metropolitan County,Scott,17,0,8,0,9,67,6,48,13,0,2024
KENTUCKY,Metropolitan County,Shelby,18,3,5,1,9,159,21,104,34,0,2024
KENTUCKY,Metropolitan County,Spencer,5,0,0,0,5,66,6,46,14,0,2024
KENTUCKY,Metropolitan County,Trigg,4,0,0,1,3,60,23,29,8,1,2024
KENTUCKY,Metropolitan County,Warren,45,3,14,6,22,432,97,265,70,1,2024
KENTUCKY,Metropolitan County,Woodford,1,0,1,0,0,5,0,5,0,0,2024
KENTUCKY,Nonmetropolitan County,Adair,2,0,0,0,2,5,2,2,1,0,2024
KENTUCKY,Nonmetropolitan County,Anderson,3,0,0,0,3,28,4,19,5,2,2024
KENTUCKY,Nonmetropolitan County,Barren,12,1,3,0,8,103,24,65,14,1,2024
KENTUCKY,Nonmetropolitan County,Bath,1,0,0,0,1,13,5,7,1,0,2024
KENTUCKY,Nonmetropolitan County,Bell,8,0,1,0,7,27,10,16,1,3,2024
KENTUCKY,Nonmetropolitan County,Boyle,0,0,0,0,0,21,5,10,6,0,2024
KENTUCKY,Nonmetropolitan County,Breathitt,1,0,0,0,1,10,3,6,1,1,2024
KENTUCKY,Nonmetropolitan County,Breckinridge,4,0,3,0,1,35,14,16,5,0,2024
KENTUCKY,Nonmetropolitan County,Caldwell,3,0,2,0,1,31,9,20,2,0,2024
KENTUCKY,Nonmetropolitan County,Calloway,9,0,1,1,7,98,27,58,13,0,2024
KENTUCKY,Nonmetropolitan County,Carroll,9,0,1,0,8,36,9,19,8,0,2024
KENTUCKY,Nonmetropolitan County,Casey,9,0,1,0,8,12,3,5,4,0,2024
KENTUCKY,Nonmetropolitan County,Clay,9,0,1,0,8,71,4,46,21,0,2024
KENTUCKY,Nonmetropolitan County,Clinton,4,0,0,0,4,13,3,9,1,1,2024
KENTUCKY,Nonmetropolitan County,Crittenden,4,0,0,0,4,12,7,4,1,0,2024
KENTUCKY,Nonmetropolitan County,Cumberland,2,0,1,0,1,7,3,2,2,0,2024
KENTUCKY,Nonmetropolitan County,Elliott,0,0,0,0,0,4,0,1,3,0,2024
KENTUCKY,Nonmetropolitan County,Estill,2,0,1,0,1,11,5,6,0,0,2024
KENTUCKY,Nonmetropolitan County,Fleming,2,0,0,0,2,16,1,9,6,0,2024
KENTUCKY,Nonmetropolitan County,Floyd,12,0,0,1,11,60,17,30,13,4,2024
KENTUCKY,Nonmetropolitan County,Franklin,17,0,4,2,11,98,18,66,14,3,2024
KENTUCKY,Nonmetropolitan County,Fulton,3,0,1,0,2,7,1,5,1,0,2024
KENTUCKY,Nonmetropolitan County,Garrard,6,1,1,0,4,31,9,17,5,1,2024
KENTUCKY,Nonmetropolitan County,Graves,24,0,10,1,13,104,33,53,18,2,2024
KENTUCKY,Nonmetropolitan County,Grayson,9,0,6,1,2,61,19,31,11,1,2024
KENTUCKY,Nonmetropolitan County,Green,2,0,0,0,2,4,2,1,1,0,2024
KENTUCKY,Nonmetropolitan County,Hancock,5,0,0,1,4,14,2,9,3,0,2024
KENTUCKY,Nonmetropolitan County,Harlan,4,0,0,0,4,23,6,12,5,0,2024
KENTUCKY,Nonmetropolitan County,Harrison,3,0,0,2,1,28,4,18,6,0,2024
KENTUCKY,Nonmetropolitan County,Hart,2,0,0,0,2,43,9,23,11,0,2024
KENTUCKY,Nonmetropolitan County,Henderson,20,0,6,1,13,82,12,57,13,1,2024
KENTUCKY,Nonmetropolitan County,Hickman,3,0,0,0,3,13,1,9,3,1,2024
KENTUCKY,Nonmetropolitan County,Hopkins,20,0,5,4,11,130,32,81,17,3,2024
KENTUCKY,Nonmetropolitan County,Jackson,1,1,0,0,0,25,9,10,6,0,2024
KENTUCKY,Nonmetropolitan County,Johnson,3,0,0,0,3,23,8,9,6,0,2024
KENTUCKY,Nonmetropolitan County,Knott,0,0,0,0,0,3,1,1,1,0,2024
KENTUCKY,Nonmetropolitan County,Knott County Police Department,0,0,0,0,0,0,0,0,0,0,2024
KENTUCKY,Nonmetropolitan County,Knox,8,0,2,0,6,30,5,13,12,0,2024
KENTUCKY,Nonmetropolitan County,Laurel,45,0,5,3,37,281,39,169,73,1,2024
KENTUCKY,Nonmetropolitan County,Lee,1,0,0,0,1,6,0,5,1,0,2024
KENTUCKY,Nonmetropolitan County,Leslie,4,0,0,1,3,5,0,4,1,0,2024
KENTUCKY,Nonmetropolitan County,Letcher,1,0,0,0,1,9,2,5,2,0,2024
KENTUCKY,Nonmetropolitan County,Lewis,4,0,0,0,4,27,5,15,7,0,2024
KENTUCKY,Nonmetropolitan County,Lincoln,23,2,2,1,18,59,22,24,13,1,2024
KENTUCKY,Nonmetropolitan County,Logan,8,0,1,1,6,43,17,18,8,2,2024
KENTUCKY,Nonmetropolitan County,Lyon,8,0,0,0,8,38,13,22,3,1,2024
KENTUCKY,Nonmetropolitan County,Madison,28,0,9,0,19,132,27,89,16,1,2024
KENTUCKY,Nonmetropolitan County,Magoffin,1,0,0,0,1,9,2,5,2,0,2024
KENTUCKY,Nonmetropolitan County,Marion,5,0,1,1,3,13,5,5,3,0,2024
KENTUCKY,Nonmetropolitan County,Marshall,22,1,3,0,18,116,39,67,10,4,2024
KENTUCKY,Nonmetropolitan County,Martin,1,0,0,0,1,0,0,0,0,0,2024
KENTUCKY,Nonmetropolitan County,Mason,8,0,1,0,7,27,10,11,6,0,2024
KENTUCKY,Nonmetropolitan County,McCreary,3,0,1,1,1,13,3,4,6,0,2024
KENTUCKY,Nonmetropolitan County,Menifee,0,0,0,0,0,12,2,7,3,0,2024
KENTUCKY,Nonmetropolitan County,Mercer,1,0,0,0,1,20,5,10,5,0,2024
KENTUCKY,Nonmetropolitan County,Metcalfe,1,0,0,0,1,22,5,12,5,0,2024
KENTUCKY,Nonmetropolitan County,Monroe,1,0,0,0,1,13,4,1,8,0,2024
KENTUCKY,Nonmetropolitan County,Montgomery,13,0,6,1,6,94,23,53,18,1,2024
KENTUCKY,Nonmetropolitan County,Morgan,3,0,0,0,3,13,9,3,1,0,2024
KENTUCKY,Nonmetropolitan County,Muhlenberg,16,0,7,1,8,63,25,22,16,3,2024
KENTUCKY,Nonmetropolitan County,Nicholas,0,0,0,0,0,6,6,0,0,0,2024
KENTUCKY,Nonmetropolitan County,Ohio,17,0,3,0,14,72,22,42,8,2,2024
KENTUCKY,Nonmetropolitan County,Owen,2,0,0,0,2,11,3,7,1,0,2024
KENTUCKY,Nonmetropolitan County,Owsley,0,0,0,0,0,0,0,0,0,0,2024
KENTUCKY,Nonmetropolitan County,Perry,23,1,5,0,17,28,1,12,15,0,2024
KENTUCKY,Nonmetropolitan County,Pike,1,0,1,0,0,23,5,15,3,0,2024
KENTUCKY,Nonmetropolitan County,Powell,1,0,0,0,1,6,2,2,2,0,2024
KENTUCKY,Nonmetropolitan County,Pulaski,50,5,14,1,30,147,65,57,25,3,2024
KENTUCKY,Nonmetropolitan County,Pulaski County Police Department,0,0,0,0,0,0,0,0,0,0,2024
KENTUCKY,Nonmetropolitan County,Robertson,0,0,0,0,0,0,0,0,0,0,2024
KENTUCKY,Nonmetropolitan County,Rockcastle,8,0,3,1,4,34,11,14,9,1,2024
KENTUCKY,Nonmetropolitan County,Rowan,7,0,1,1,5,39,7,22,10,0,2024
KENTUCKY,Nonmetropolitan County,Russell,2,0,0,0,2,19,7,8,4,0,2024
KENTUCKY,Nonmetropolitan County,Simpson,7,0,2,0,5,20,1,13,6,0,2024
KENTUCKY,Nonmetropolitan County,Taylor,5,1,1,1,2,73,25,39,9,0,2024
KENTUCKY,Nonmetropolitan County,Todd,3,0,1,0,2,28,9,16,3,0,2024
KENTUCKY,Nonmetropolitan County,Trimble,0,0,0,0,0,8,2,4,2,0,2024
KENTUCKY,Nonmetropolitan County,Union,1,0,0,0,1,22,8,13,1,0,2024
KENTUCKY,Nonmetropolitan County,Washington,2,0,0,0,2,32,7,17,8,1,2024
KENTUCKY,Nonmetropolitan County,Wayne,5,0,1,0,4,11,5,3,3,0,2024
KENTUCKY,Nonmetropolitan County,Webster,6,0,0,0,6,22,8,9,5,0,2024
KENTUCKY,Nonmetropolitan County,Whitley,18,1,2,3,12,103,41,45,17,1,2024
KENTUCKY,Nonmetropolitan County,Whitley County Police Department,0,0,0,0,0,0,0,0,0,0,2024
KENTUCKY,Nonmetropolitan County,Wolfe,0,0,0,0,0,16,7,5,4,0,2024
LOUISIANA,Metropolitan County,Acadia,142,2,12,8,120,453,117,260,76,1,2024
LOUISIANA,Metropolitan County,Ascension,299,3,24,29,243,1520,237,1149,134,9,2024
LOUISIANA,Metropolitan County,Bossier,159,1,39,4,115,381,74,259,48,4,2024
LOUISIANA,Metropolitan County,Caddo,44,3,5,1,35,529,117,368,44,1,2024
LOUISIANA,Metropolitan County,Calcasieu,627,5,64,10,548,2627,336,2082,209,2,2024
LOUISIANA,Metropolitan County,Cameron,18,1,0,0,17,78,21,52,5,1,2024
LOUISIANA,Metropolitan County,De Soto,71,1,6,2,62,152,43,88,21,1,2024
LOUISIANA,Metropolitan County,East Baton Rouge,433,11,22,47,353,5063,706,3817,540,6,2024
LOUISIANA,Metropolitan County,Grant,32,1,5,0,26,159,43,97,19,1,2024
LOUISIANA,Metropolitan County,Iberville,62,1,3,4,54,209,31,158,20,2,2024
LOUISIANA,Metropolitan County,Jefferson,1007,21,70,184,732,7139,1093,5224,822,38,2024
LOUISIANA,Metropolitan County,Jefferson Davis,23,0,2,1,20,104,31,60,13,0,2024
LOUISIANA,Metropolitan County,Lafayette,219,5,26,16,172,810,198,544,68,2,2024
LOUISIANA,Metropolitan County,Lafourche,210,2,25,7,176,1400,306,1022,72,6,2024
LOUISIANA,Metropolitan County,Livingston,484,7,71,22,384,1858,343,1211,304,6,2024
LOUISIANA,Metropolitan County,Morehouse,68,0,5,2,61,194,41,131,22,0,2024
LOUISIANA,Metropolitan County,Ouachita,478,0,34,32,412,2157,551,1341,265,4,2024
LOUISIANA,Metropolitan County,Plaquemines,80,0,1,2,77,113,24,76,13,1,2024
LOUISIANA,Metropolitan County,Rapides,384,10,31,9,334,1243,361,777,105,8,2024
LOUISIANA,Metropolitan County,St. Bernard,218,0,13,12,193,849,105,666,78,3,2024
LOUISIANA,Metropolitan County,St. Charles,123,1,8,15,99,528,78,392,58,7,2024
LOUISIANA,Metropolitan County,St. Helena,63,2,3,4,54,149,32,82,35,1,2024
LOUISIANA,Metropolitan County,St. James,55,2,2,1,50,191,28,147,16,2,2024
LOUISIANA,Metropolitan County,St. John the Baptist,113,8,6,9,90,533,85,411,37,2,2024
LOUISIANA,Metropolitan County,St. Martin,152,1,10,8,133,510,111,319,80,3,2024
LOUISIANA,Metropolitan County,St. Tammany,252,6,16,16,214,1188,181,868,139,2,2024
LOUISIANA,Metropolitan County,Tangipahoa,655,14,50,24,567,1402,309,874,219,14,2024
LOUISIANA,Metropolitan County,Terrebonne,227,2,1,15,209,1726,298,1339,89,9,2024
LOUISIANA,Metropolitan County,Vermilion,34,0,3,3,28,165,68,74,23,2,2024
LOUISIANA,Metropolitan County,West Baton Rouge,71,0,4,7,60,535,135,360,40,0,2024
LOUISIANA,Metropolitan County,West Feliciana,39,3,0,0,36,19,5,8,6,0,2024
LOUISIANA,Nonmetropolitan County,Beauregard,24,0,2,1,21,89,14,59,16,2,2024
LOUISIANA,Nonmetropolitan County,Bienville,27,0,0,3,24,79,19,52,8,0,2024
LOUISIANA,Nonmetropolitan County,Caldwell,39,2,0,0,37,80,13,58,9,0,2024
LOUISIANA,Nonmetropolitan County,Catahoula,24,0,1,0,23,81,18,58,5,1,2024
LOUISIANA,Nonmetropolitan County,Claiborne,31,0,0,1,30,27,4,19,4,0,2024
LOUISIANA,Nonmetropolitan County,Concordia,61,0,6,2,53,129,32,87,10,3,2024
LOUISIANA,Nonmetropolitan County,East Carroll,47,1,2,1,43,40,17,20,3,0,2024
LOUISIANA,Nonmetropolitan County,Evangeline,38,0,2,0,36,88,21,51,16,1,2024
LOUISIANA,Nonmetropolitan County,Franklin,60,2,2,0,56,114,11,88,15,0,2024
LOUISIANA,Nonmetropolitan County,Iberia,191,2,15,4,170,334,102,170,62,1,2024
LOUISIANA,Nonmetropolitan County,Jackson,24,0,2,0,22,22,6,10,6,0,2024
LOUISIANA,Nonmetropolitan County,La Salle,4,0,0,0,4,30,13,13,4,0,2024
LOUISIANA,Nonmetropolitan County,Lincoln,38,0,0,0,38,158,39,97,22,2,2024
LOUISIANA,Nonmetropolitan County,Madison,33,6,1,3,23,30,9,17,4,0,2024
LOUISIANA,Nonmetropolitan County,Natchitoches,72,5,5,6,56,371,100,212,59,1,2024
LOUISIANA,Nonmetropolitan County,St. Mary,89,2,12,2,73,433,109,292,32,6,2024
LOUISIANA,Nonmetropolitan County,Tensas,27,1,1,0,25,46,12,32,2,1,2024
LOUISIANA,Nonmetropolitan County,Washington,113,7,18,3,85,336,76,202,58,8,2024
LOUISIANA,Nonmetropolitan County,Webster,59,0,3,0,56,163,35,108,20,1,2024
LOUISIANA,Nonmetropolitan County,West Carroll,8,0,3,0,5,30,7,21,2,0,2024
LOUISIANA,Nonmetropolitan County,Winn,20,4,0,0,16,35,5,23,7,3,2024
MAINE,Metropolitan County,Androscoggin,25,0,14,2,9,131,13,105,13,0,2024
MAINE,Metropolitan County,Cumberland,40,0,19,1,20,292,45,216,31,0,2024
MAINE,Metropolitan County,Penobscot,20,0,4,1,15,294,41,210,43,0,2024
MAINE,Metropolitan County,Sagadahoc,6,0,0,0,6,55,3,46,6,0,2024
MAINE,Metropolitan County,York,37,0,12,1,24,183,28,123,32,5,2024
MAINE,Nonmetropolitan County,Aroostook,10,0,4,0,6,79,22,44,13,0,2024
MAINE,Nonmetropolitan County,Franklin,7,0,2,0,5,64,13,45,6,0,2024
MAINE,Nonmetropolitan County,Hancock,12,0,0,1,11,74,18,47,9,0,2024
MAINE,Nonmetropolitan County,Kennebec,29,0,16,1,12,210,24,167,19,0,2024
MAINE,Nonmetropolitan County,Knox,8,0,2,2,4,152,20,122,10,0,2024
MAINE,Nonmetropolitan County,Lincoln,27,0,10,0,17,92,15,72,5,2,2024
MAINE,Nonmetropolitan County,Oxford,26,0,10,4,12,241,41,182,18,0,2024
MAINE,Nonmetropolitan County,Piscataquis,3,0,0,0,3,33,9,20,4,0,2024
MAINE,Nonmetropolitan County,Somerset,37,0,13,4,20,370,49,263,58,3,2024
MAINE,Nonmetropolitan County,Waldo,2,0,0,0,2,21,7,14,0,0,2024
MAINE,Nonmetropolitan County,Washington,13,0,1,1,11,97,15,75,7,0,2024
MARYLAND,Metropolitan County,Anne Arundel County Police Department,1748,10,150,324,1264,11115,816,8605,1694,1,2024
MARYLAND,Metropolitan County,Baltimore County,0,0,0,0,0,0,0,0,0,0,2024
MARYLAND,Metropolitan County,Baltimore County Police Department,3532,28,312,821,2371,22044,1612,16726,3706,129,2024
MARYLAND,Metropolitan County,Calvert,124,2,13,6,103,489,34,401,54,5,2024
MARYLAND,Metropolitan County,Carroll,173,2,12,2,157,588,90,466,32,3,2024
MARYLAND,Metropolitan County,Cecil,110,1,26,4,79,340,73,224,43,0,2024
MARYLAND,Metropolitan County,Charles,517,5,38,99,375,1673,161,1132,380,5,2024
MARYLAND,Metropolitan County,Frederick,184,4,26,12,142,1029,106,844,79,8,2024
MARYLAND,Metropolitan County,Harford,365,4,29,30,302,1550,115,1263,172,7,2024
MARYLAND,Metropolitan County,Howard,0,0,0,0,0,0,0,0,0,0,2024
MARYLAND,Metropolitan County,Howard County Police Department,476,11,57,163,245,5694,446,4160,1088,29,2024
MARYLAND,Metropolitan County,Montgomery,0,0,0,0,0,0,0,0,0,0,2024
