state,metropolitan_nonmetropolitan,county,violent_crime,murder_and_nonnegligent_manslaughter,rape,robbery,aggravated_assault,property_crime,burglary,larceny_theft,motor_vehicle_theft,arson,year
MONTANA,Nonmetropolitan County,Beaverhead,24,0,14,0,10,6,1,4,1,0,2024
MONTANA,Nonmetropolitan County,Big Horn,44,0,11,1,32,73,7,37,29,0,2024
MONTANA,Nonmetropolitan County,Blaine,4,0,0,0,4,8,0,7,1,0,2024
MONTANA,Nonmetropolitan County,Butte-Silver Bow,176,0,10,6,160,854,52,704,98,8,2024
MONTANA,Nonmetropolitan County,Carter,0,0,0,0,0,0,0,0,0,0,2024
MONTANA,Nonmetropolitan County,Chouteau,8,0,0,0,8,20,3,13,4,0,2024
MONTANA,Nonmetropolitan County,Custer,5,0,0,0,5,11,0,8,3,0,2024
MONTANA,Nonmetropolitan County,Daniels,4,0,0,0,4,2,0,2,0,0,2024
MONTANA,Nonmetropolitan County,Dawson,6,0,4,0,2,10,0,7,3,0,2024
MONTANA,Nonmetropolitan County,Fallon,1,0,1,0,0,0,0,0,0,0,2024
MONTANA,Nonmetropolitan County,Fergus,14,0,2,0,12,31,9,16,6,0,2024
MONTANA,Nonmetropolitan County,Flathead,227,0,25,4,198,608,79,412,117,7,2024
MONTANA,Nonmetropolitan County,Garfield,1,0,0,0,1,1,1,0,0,0,2024
MONTANA,Nonmetropolitan County,Glacier,4,0,0,0,4,17,1,9,7,0,2024
MONTANA,Nonmetropolitan County,Golden Valley,0,0,0,0,0,3,0,2,1,0,2024
MONTANA,Nonmetropolitan County,Granite,6,0,2,0,4,30,3,24,3,0,2024
MONTANA,Nonmetropolitan County,Hill,34,2,7,0,25,125,18,90,17,3,2024
MONTANA,Nonmetropolitan County,Judith Basin,2,0,0,0,2,0,0,0,0,0,2024
MONTANA,Nonmetropolitan County,Lake,78,1,12,2,63,189,24,108,57,2,2024
MONTANA,Nonmetropolitan County,Liberty,4,0,1,0,3,1,0,1,0,0,2024
MONTANA,Nonmetropolitan County,Lincoln,15,0,0,0,15,83,11,67,5,3,2024
MONTANA,Nonmetropolitan County,Madison,15,0,4,1,10,25,5,18,2,1,2024
MONTANA,Nonmetropolitan County,McCone,2,0,0,0,2,6,2,0,4,0,2024
MONTANA,Nonmetropolitan County,Meagher,5,0,0,0,5,5,0,4,1,0,2024
MONTANA,Nonmetropolitan County,Musselshell,16,0,6,0,10,21,4,16,1,2,2024
MONTANA,Nonmetropolitan County,Park,12,0,5,0,7,37,2,32,3,0,2024
MONTANA,Nonmetropolitan County,Petroleum,4,0,0,0,4,2,0,2,0,0,2024
MONTANA,Nonmetropolitan County,Phillips,18,0,4,0,14,30,2,25,3,2,2024
MONTANA,Nonmetropolitan County,Pondera,4,0,0,0,4,16,2,12,2,0,2024
MONTANA,Nonmetropolitan County,Powder River,0,0,0,0,0,0,0,0,0,0,2024
MONTANA,Nonmetropolitan County,Powell,15,0,1,0,14,13,0,11,2,0,2024
MONTANA,Nonmetropolitan County,Prairie,1,0,0,0,1,1,0,1,0,0,2024
MONTANA,Nonmetropolitan County,Ravalli,83,0,7,0,76,219,30,168,21,1,2024
MONTANA,Nonmetropolitan County,Richland,8,0,0,0,8,5,0,3,2,0,2024
MONTANA,Nonmetropolitan County,Roosevelt,25,0,1,3,21,42,13,22,7,0,2024
MONTANA,Nonmetropolitan County,Rosebud,2,0,1,0,1,8,2,4,2,0,2024
MONTANA,Nonmetropolitan County,Sanders,21,0,5,0,16,29,7,17,5,1,2024
MONTANA,Nonmetropolitan County,Sheridan,9,0,1,0,8,51,6,39,6,2,2024
MONTANA,Nonmetropolitan County,Sweet Grass,5,0,0,0,5,6,2,2,2,0,2024
MONTANA,Nonmetropolitan County,Teton,11,0,4,0,7,36,3,27,6,0,2024
MONTANA,Nonmetropolitan County,Toole,17,0,2,0,15,39,3,32,4,0,2024
MONTANA,Nonmetropolitan County,Treasure,4,0,1,0,3,5,0,4,1,0,2024
MONTANA,Nonmetropolitan County,Valley,7,0,0,0,7,7,3,4,0,2,2024
MONTANA,Nonmetropolitan County,Wheatland,1,0,0,0,1,4,0,4,0,0,2024
MONTANA,Nonmetropolitan County,Wibaux,0,0,0,0,0,2,1,1,0,0,2024
NEBRASKA,Metropolitan County,Cass,14,0,6,2,6,75,11,60,4,0,2024
NEBRASKA,Metropolitan County,Dakota,36,0,7,0,29,40,7,26,7,0,2024
NEBRASKA,Metropolitan County,Douglas,86,0,30,7,49,560,129,337,94,2,2024
NEBRASKA,Metropolitan County,Hall,8,1,3,0,4,73,22,43,8,1,2024
NEBRASKA,Metropolitan County,Lancaster,9,0,5,0,4,165,43,108,14,3,2024
NEBRASKA,Metropolitan County,Merrick,4,1,0,0,3,6,1,3,2,0,2024
NEBRASKA,Metropolitan County,Sarpy,27,1,15,4,7,679,93,496,90,4,2024
NEBRASKA,Metropolitan County,Saunders,10,0,6,0,4,43,21,20,2,1,2024
NEBRASKA,Metropolitan County,Seward,9,0,1,0,8,11,1,9,1,0,2024
NEBRASKA,Nonmetropolitan County,Adams,6,0,1,1,4,27,6,17,4,1,2024
NEBRASKA,Nonmetropolitan County,Boone,4,0,2,0,2,3,1,0,2,0,2024
NEBRASKA,Nonmetropolitan County,Brown,1,0,1,0,0,3,0,1,2,0,2024
NEBRASKA,Nonmetropolitan County,Buffalo,23,0,1,0,22,61,9,47,5,3,2024
NEBRASKA,Nonmetropolitan County,Cedar,2,0,0,0,2,16,5,10,1,0,2024
NEBRASKA,Nonmetropolitan County,Cherry,2,0,0,0,2,0,0,0,0,0,2024
NEBRASKA,Nonmetropolitan County,Cheyenne,4,0,0,0,4,13,3,6,4,0,2024
NEBRASKA,Nonmetropolitan County,Colfax,2,0,0,0,2,3,1,0,2,0,2024
NEBRASKA,Nonmetropolitan County,Custer,6,0,1,0,5,15,2,11,2,0,2024
NEBRASKA,Nonmetropolitan County,Dawes,0,0,0,0,0,1,0,0,1,0,2024
NEBRASKA,Nonmetropolitan County,Dawson,12,0,3,0,9,10,1,7,2,0,2024
NEBRASKA,Nonmetropolitan County,Dixon,7,0,2,0,5,7,1,5,1,0,2024
NEBRASKA,Nonmetropolitan County,Dodge,48,1,11,0,36,75,6,62,7,1,2024
NEBRASKA,Nonmetropolitan County,Furnas,2,0,2,0,0,33,2,26,5,0,2024
NEBRASKA,Nonmetropolitan County,Gosper,0,0,0,0,0,0,0,0,0,0,2024
NEBRASKA,Nonmetropolitan County,Jefferson,4,0,0,0,4,27,9,15,3,0,2024
NEBRASKA,Nonmetropolitan County,Keith,2,0,1,0,1,6,3,2,1,0,2024
NEBRASKA,Nonmetropolitan County,Knox,3,2,0,0,1,30,4,20,6,1,2024
NEBRASKA,Nonmetropolitan County,Lincoln,3,0,0,0,3,15,0,13,2,0,2024
NEBRASKA,Nonmetropolitan County,Madison,4,0,0,0,4,27,8,17,2,0,2024
NEBRASKA,Nonmetropolitan County,Morrill,1,0,0,0,1,11,0,9,2,0,2024
NEBRASKA,Nonmetropolitan County,Nemaha,14,0,3,0,11,15,3,10,2,0,2024
NEBRASKA,Nonmetropolitan County,Otoe,4,0,2,1,1,19,2,15,2,0,2024
NEBRASKA,Nonmetropolitan County,Phelps,4,0,4,0,0,8,1,6,1,0,2024
NEBRASKA,Nonmetropolitan County,Pierce,2,0,1,0,1,20,5,13,2,0,2024
NEBRASKA,Nonmetropolitan County,Platte,18,0,8,0,10,54,7,42,5,0,2024
NEBRASKA,Nonmetropolitan County,Polk,3,0,1,0,2,17,1,16,0,0,2024
NEBRASKA,Nonmetropolitan County,Red Willow,1,0,1,0,0,12,3,7,2,0,2024
NEBRASKA,Nonmetropolitan County,Richardson,7,0,1,0,6,3,0,3,0,0,2024
NEBRASKA,Nonmetropolitan County,Saline,7,0,1,0,6,31,7,22,2,0,2024
NEBRASKA,Nonmetropolitan County,Scotts Bluff,48,0,1,1,46,35,3,26,6,0,2024
NEBRASKA,Nonmetropolitan County,Sherman,0,0,0,0,0,0,0,0,0,0,2024
NEBRASKA,Nonmetropolitan County,Stanton,0,0,0,0,0,2,2,0,0,0,2024
NEBRASKA,Nonmetropolitan County,Thayer,4,0,0,0,4,9,1,7,1,0,2024
NEBRASKA,Nonmetropolitan County,Thomas,0,0,0,0,0,0,0,0,0,0,2024
NEBRASKA,Nonmetropolitan County,Thurston,1,0,0,0,1,18,2,12,4,0,2024
NEBRASKA,Nonmetropolitan County,Wayne,1,0,0,0,1,8,3,2,3,0,2024
NEBRASKA,Nonmetropolitan County,Webster,5,0,0,0,5,1,1,0,0,0,2024
NEBRASKA,Nonmetropolitan County,York,6,0,2,0,4,10,3,6,1,0,2024
NEVADA,Metropolitan County,Carson City,186,0,52,7,127,474,78,345,51,2,2024
NEVADA,Metropolitan County,Lyon,206,2,48,5,151,326,91,177,58,9,2024
NEVADA,Metropolitan County,Washoe,405,1,50,19,335,690,142,449,99,20,2024
NEVADA,Nonmetropolitan County,Churchill,33,0,2,2,29,93,19,66,8,4,2024
NEVADA,Nonmetropolitan County,Douglas,70,2,25,0,43,367,38,307,22,2,2024
NEVADA,Nonmetropolitan County,Elko,57,0,14,1,42,118,28,61,29,3,2024
NEVADA,Nonmetropolitan County,Eureka,18,0,9,0,9,27,9,13,5,1,2024
NEVADA,Nonmetropolitan County,Humboldt,23,1,6,0,16,74,37,24,13,2,2024
NEVADA,Nonmetropolitan County,Lander,15,1,5,0,9,40,14,20,6,2,2024
NEVADA,Nonmetropolitan County,Mineral,7,0,2,0,5,49,5,24,20,1,2024
NEVADA,Nonmetropolitan County,Nye,148,1,17,8,122,606,178,352,76,12,2024
NEVADA,Nonmetropolitan County,White Pine,27,4,4,1,18,38,19,14,5,0,2024
NEW HAMPSHIRE,Metropolitan County,Hillsborough ,0,0,0,0,0,1,0,1,0,0,2024
NEW HAMPSHIRE,Metropolitan County,Rockingham,16,0,6,0,10,8,0,7,1,1,2024
NEW HAMPSHIRE,Metropolitan County,Strafford,4,0,3,0,1,0,0,0,0,0,2024
NEW HAMPSHIRE,Nonmetropolitan County,Belknap,2,0,1,0,1,8,0,8,0,0,2024
NEW HAMPSHIRE,Nonmetropolitan County,Carroll,1,0,0,0,1,33,4,23,6,0,2024
NEW HAMPSHIRE,Nonmetropolitan County,Cheshire,1,0,0,0,1,6,0,6,0,0,2024
NEW HAMPSHIRE,Nonmetropolitan County,Grafton,0,0,0,0,0,0,0,0,0,0,2024
NEW HAMPSHIRE,Nonmetropolitan County,Merrimack,2,0,2,0,0,1,0,1,0,0,2024
NEW HAMPSHIRE,Nonmetropolitan County,Sullivan,0,0,0,0,0,4,1,3,0,0,2024
NEW JERSEY,Metropolitan County,Atlantic,0,0,0,0,0,0,0,0,0,0,2024
NEW JERSEY,Metropolitan County,Bergen,0,0,0,0,0,0,0,0,0,1,2024
NEW JERSEY,Metropolitan County,Burlington,0,0,0,0,0,0,0,0,0,0,2024
NEW JERSEY,Metropolitan County,Camden,9,0,0,1,8,24,2,22,0,0,2024
NEW JERSEY,Metropolitan County,Cape May,0,0,0,0,0,0,0,0,0,0,2024
NEW JERSEY,Metropolitan County,Cumberland,0,0,0,0,0,0,0,0,0,0,2024
NEW JERSEY,Metropolitan County,Essex,54,0,7,29,18,96,22,65,9,0,2024
NEW JERSEY,Metropolitan County,Gloucester,0,0,0,0,0,4,2,2,0,0,2024
NEW JERSEY,Metropolitan County,Hudson,0,0,0,0,0,0,0,0,0,0,2024
NEW JERSEY,Metropolitan County,Hunterdon,0,0,0,0,0,0,0,0,0,0,2024
NEW JERSEY,Metropolitan County,Mercer,3,0,0,1,2,3,0,3,0,0,2024
NEW JERSEY,Metropolitan County,Middlesex,0,0,0,0,0,0,0,0,0,0,2024
NEW JERSEY,Metropolitan County,Monmouth,1,0,0,0,1,2,0,1,1,0,2024
NEW JERSEY,Metropolitan County,Ocean,3,0,0,0,3,5,4,1,0,0,2024
NEW JERSEY,Metropolitan County,Passaic,1,0,0,0,1,15,3,8,4,0,2024
NEW JERSEY,Metropolitan County,Salem,0,0,0,0,0,0,0,0,0,0,2024
NEW JERSEY,Metropolitan County,Somerset,0,0,0,0,0,0,0,0,0,0,2024
NEW JERSEY,Metropolitan County,Sussex,0,0,0,0,0,0,0,0,0,0,2024
NEW JERSEY,Metropolitan County,Union,0,0,0,0,0,0,0,0,0,0,2024
NEW JERSEY,Metropolitan County,Warren,0,0,0,0,0,0,0,0,0,0,2024
NEW MEXICO,Metropolitan County,Bernalillo,675,15,66,61,533,1954,378,1086,490,10,2024
NEW MEXICO,Metropolitan County,Dona Ana,338,3,33,7,295,1106,269,616,221,7,2024
NEW MEXICO,Metropolitan County,Sandoval,81,1,6,0,74,142,49,73,20,3,2024
NEW MEXICO,Metropolitan County,San Juan,271,4,40,7,220,457,80,293,84,5,2024
NEW MEXICO,Metropolitan County,Santa Fe,110,1,8,4,97,414,179,157,78,1,2024
NEW MEXICO,Metropolitan County,Torrance,24,0,1,1,22,151,60,51,40,0,2024
NEW MEXICO,Metropolitan County,Valencia,232,1,22,6,203,516,175,239,102,6,2024
NEW MEXICO,Nonmetropolitan County,Catron,5,0,0,0,5,15,2,10,3,1,2024
NEW MEXICO,Nonmetropolitan County,Chaves,75,2,3,2,68,134,37,72,25,1,2024
NEW MEXICO,Nonmetropolitan County,Cibola,5,0,0,0,5,19,7,2,10,1,2024
NEW MEXICO,Nonmetropolitan County,Curry,20,0,2,3,15,91,29,37,25,3,2024
NEW MEXICO,Nonmetropolitan County,De Baca,12,0,0,2,10,19,3,11,5,0,2024
NEW MEXICO,Nonmetropolitan County,Guadalupe,0,0,0,0,0,8,1,7,0,0,2024
NEW MEXICO,Nonmetropolitan County,Hidalgo,5,0,2,0,3,7,2,3,2,0,2024
NEW MEXICO,Nonmetropolitan County,Lea,103,1,8,6,88,653,116,469,68,0,2024
NEW MEXICO,Nonmetropolitan County,McKinley,84,2,6,6,70,155,41,89,25,1,2024
NEW MEXICO,Nonmetropolitan County,Mora,10,0,0,0,10,11,2,7,2,0,2024
NEW MEXICO,Nonmetropolitan County,San Miguel,0,0,0,0,0,0,0,0,0,0,2024
NEW MEXICO,Nonmetropolitan County,Socorro,24,0,4,1,19,46,14,20,12,0,2024
NEW YORK,Metropolitan County,Albany,8,0,1,1,6,50,7,40,3,0,2024
NEW YORK,Metropolitan County,Broome,43,0,12,9,22,525,53,442,30,5,2024
NEW YORK,Metropolitan County,Chemung,16,1,2,1,12,126,9,111,6,1,2024
NEW YORK,Metropolitan County,Dutchess,24,0,6,2,16,326,35,277,14,1,2024
NEW YORK,Metropolitan County,Erie,45,0,13,3,29,560,49,449,62,0,2024
NEW YORK,Metropolitan County,Herkimer,0,0,0,0,0,11,0,11,0,0,2024
NEW YORK,Metropolitan County,Jefferson,17,0,6,0,11,131,14,114,3,1,2024
NEW YORK,Metropolitan County,Livingston,17,1,4,2,10,192,23,157,12,0,2024
NEW YORK,Metropolitan County,Madison,18,0,2,1,15,79,13,63,3,0,2024
NEW YORK,Metropolitan County,Monroe,157,1,19,35,102,2491,217,1997,277,6,2024
NEW YORK,Metropolitan County,Nassau,1744,10,140,396,1198,11887,832,10767,288,0,2024
NEW YORK,Metropolitan County,Niagara,34,1,1,6,26,505,45,414,46,3,2024
NEW YORK,Metropolitan County,Oneida,39,1,28,0,10,191,37,140,14,2,2024
NEW YORK,Metropolitan County,Onondaga,209,3,34,26,146,1188,189,838,161,1,2024
NEW YORK,Metropolitan County,Ontario,67,0,15,4,48,504,50,431,23,0,2024
NEW YORK,Metropolitan County,Orange,3,0,0,0,3,14,0,14,0,0,2024
NEW YORK,Metropolitan County,Oswego,27,0,2,1,24,246,122,116,8,1,2024
NEW YORK,Metropolitan County,Putnam,23,0,4,1,18,225,21,195,9,0,2024
NEW YORK,Metropolitan County,Rensselaer,18,0,2,1,15,146,14,124,8,2,2024
NEW YORK,Metropolitan County,Saratoga,76,2,25,3,46,995,66,916,13,6,2024
NEW YORK,Metropolitan County,Schenectady,5,0,0,1,4,18,4,12,2,0,2024
NEW YORK,Metropolitan County,Schoharie,3,0,0,0,3,31,1,27,3,1,2024
NEW YORK,Metropolitan County,Suffolk,45,0,0,0,45,0,0,0,0,0,2024
NEW YORK,Metropolitan County,Tioga,18,1,0,1,16,257,200,54,3,2,2024
NEW YORK,Metropolitan County,Tompkins,21,0,3,2,16,269,27,235,7,1,2024
NEW YORK,Metropolitan County,Ulster,20,2,1,0,17,111,9,96,6,1,2024
NEW YORK,Metropolitan County,Warren,22,0,10,5,7,503,34,463,6,1,2024
NEW YORK,Metropolitan County,Wayne,38,1,9,6,22,256,36,196,24,2,2024
NEW YORK,Metropolitan County,Westchester Public Safety,11,0,0,5,6,122,9,109,4,2,2024
NEW YORK,Nonmetropolitan County,Cattaraugus,31,0,5,2,24,146,36,99,11,0,2024
NEW YORK,Nonmetropolitan County,Cayuga,13,0,6,0,7,87,12,69,6,1,2024
NEW YORK,Nonmetropolitan County,Chautauqua,26,0,9,0,17,232,47,173,12,1,2024
NEW YORK,Nonmetropolitan County,Cortland,27,0,8,0,19,187,16,167,4,0,2024
NEW YORK,Nonmetropolitan County,Delaware,12,0,6,0,6,52,6,41,5,0,2024
NEW YORK,Nonmetropolitan County,Essex,0,0,0,0,0,2,0,1,1,1,2024
NEW YORK,Nonmetropolitan County,Fulton,23,0,2,1,20,193,26,146,21,0,2024
NEW YORK,Nonmetropolitan County,Genesee,29,1,3,2,23,173,11,154,8,1,2024
NEW YORK,Nonmetropolitan County,Greene,17,0,3,0,14,23,6,15,2,0,2024
NEW YORK,Nonmetropolitan County,Hamilton,1,0,1,0,0,5,1,2,2,0,2024
NEW YORK,Nonmetropolitan County,Lewis,9,1,6,1,1,49,18,28,3,0,2024
NEW YORK,Nonmetropolitan County,Montgomery,14,0,3,2,9,231,23,201,7,0,2024
NEW YORK,Nonmetropolitan County,Otsego,8,0,0,0,8,26,6,17,3,0,2024
NEW YORK,Nonmetropolitan County,Schuyler,7,0,2,0,5,36,4,30,2,0,2024
NEW YORK,Nonmetropolitan County,Seneca,5,0,0,4,1,63,0,60,3,0,2024
NEW YORK,Nonmetropolitan County,Steuben,21,1,3,1,16,101,16,78,7,2,2024
NEW YORK,Nonmetropolitan County,St. Lawrence,7,0,0,0,7,27,7,19,1,2,2024
NEW YORK,Nonmetropolitan County,Sullivan,21,0,0,2,19,280,41,231,8,1,2024
NEW YORK,Nonmetropolitan County,Wyoming,6,0,2,0,4,83,17,62,4,0,2024
NEW YORK,Nonmetropolitan County,Yates,8,0,4,0,4,70,22,43,5,0,2024
NORTH CAROLINA,Metropolitan County,Alamance,152,2,10,6,134,476,96,325,55,7,2024
NORTH CAROLINA,Metropolitan County,Alexander,80,2,11,3,64,283,97,159,27,2,2024
NORTH CAROLINA,Metropolitan County,Anson,28,2,2,1,23,134,58,60,16,2,2024
NORTH CAROLINA,Metropolitan County,Brunswick,195,2,29,6,158,877,247,573,57,5,2024
NORTH CAROLINA,Metropolitan County,Buncombe,176,2,8,15,151,1216,420,662,134,16,2024
NORTH CAROLINA,Metropolitan County,Burke,94,2,17,4,71,715,177,464,74,5,2024
NORTH CAROLINA,Metropolitan County,Cabarrus,55,1,5,9,40,481,109,316,56,3,2024
NORTH CAROLINA,Metropolitan County,Caldwell,64,5,11,2,46,635,168,396,71,4,2024
NORTH CAROLINA,Metropolitan County,Camden,25,0,3,1,21,70,27,38,5,0,2024
NORTH CAROLINA,Metropolitan County,Chatham,70,1,17,2,50,501,174,269,58,6,2024
NORTH CAROLINA,Metropolitan County,Currituck,69,1,14,1,53,235,47,178,10,1,2024
NORTH CAROLINA,Metropolitan County,Davie,139,5,16,2,116,517,149,333,35,2,2024
NORTH CAROLINA,Metropolitan County,Durham,91,3,2,14,72,494,155,270,69,5,2024
NORTH CAROLINA,Metropolitan County,Edgecombe,76,8,8,7,53,240,71,134,35,0,2024
NORTH CAROLINA,Metropolitan County,Forsyth,298,5,28,17,248,1205,258,875,72,18,2024
NORTH CAROLINA,Metropolitan County,Gaston,7,0,0,0,7,2,0,2,0,0,2024
NORTH CAROLINA,Metropolitan County,Gaston County Police Department,170,9,20,11,130,673,198,350,125,7,2024
NORTH CAROLINA,Metropolitan County,Gates,19,0,2,2,15,99,26,66,7,1,2024
NORTH CAROLINA,Metropolitan County,Guilford,295,6,30,30,229,803,151,534,118,11,2024
NORTH CAROLINA,Metropolitan County,Henderson,89,0,24,3,62,715,324,322,69,5,2024
NORTH CAROLINA,Metropolitan County,Hoke,292,4,8,11,269,853,195,581,77,10,2024
NORTH CAROLINA,Metropolitan County,Iredell,185,2,8,9,166,587,194,324,69,12,2024
NORTH CAROLINA,Metropolitan County,Johnston,168,2,33,8,125,1292,215,918,159,11,2024
NORTH CAROLINA,Metropolitan County,Lincoln,78,5,12,3,58,634,150,418,66,8,2024
NORTH CAROLINA,Metropolitan County,Madison,9,1,0,0,8,61,14,36,11,1,2024
NORTH CAROLINA,Metropolitan County,Moore,70,2,22,3,43,382,109,227,46,9,2024
NORTH CAROLINA,Metropolitan County,New Hanover,146,7,24,11,104,1239,168,1003,68,7,2024
NORTH CAROLINA,Metropolitan County,Onslow,300,5,29,16,250,1287,369,783,135,18,2024
NORTH CAROLINA,Metropolitan County,Orange,95,1,3,7,84,392,93,240,59,4,2024
NORTH CAROLINA,Metropolitan County,Pender,83,3,12,2,66,380,64,277,39,10,2024
NORTH CAROLINA,Metropolitan County,Person,58,2,9,2,45,236,65,141,30,3,2024
NORTH CAROLINA,Metropolitan County,Pitt,193,5,4,17,167,580,146,387,47,5,2024
NORTH CAROLINA,Metropolitan County,Rockingham,65,1,20,3,41,364,95,227,42,2,2024
NORTH CAROLINA,Metropolitan County,Rowan,171,5,4,10,152,601,119,394,88,6,2024
NORTH CAROLINA,Metropolitan County,Union,202,2,53,6,141,1240,245,891,104,6,2024
NORTH CAROLINA,Metropolitan County,Wake,277,3,22,19,233,1034,189,626,219,8,2024
NORTH CAROLINA,Metropolitan County,Wayne,280,3,8,16,253,1108,314,665,129,3,2024
NORTH CAROLINA,Metropolitan County,Yadkin,34,1,8,1,24,259,93,134,32,2,2024
NORTH CAROLINA,Nonmetropolitan County,Ashe,27,0,5,0,22,106,21,73,12,0,2024
NORTH CAROLINA,Nonmetropolitan County,Avery,23,0,5,1,17,171,90,69,12,2,2024
NORTH CAROLINA,Nonmetropolitan County,Bertie,43,4,7,1,31,109,26,63,20,0,2024
NORTH CAROLINA,Nonmetropolitan County,Bladen,41,2,4,4,31,301,77,173,51,0,2024
NORTH CAROLINA,Nonmetropolitan County,Carteret,58,1,11,1,45,343,82,233,28,1,2024
NORTH CAROLINA,Nonmetropolitan County,Caswell,20,1,6,1,12,51,12,31,8,0,2024
NORTH CAROLINA,Nonmetropolitan County,Cherokee,65,6,8,0,51,295,25,229,41,5,2024
NORTH CAROLINA,Nonmetropolitan County,Chowan,31,1,3,2,25,53,20,26,7,1,2024
NORTH CAROLINA,Nonmetropolitan County,Clay,14,1,4,0,9,149,48,85,16,2,2024
NORTH CAROLINA,Nonmetropolitan County,Cleveland,146,3,17,14,112,488,162,263,63,4,2024
NORTH CAROLINA,Nonmetropolitan County,Craven,90,1,5,4,80,378,112,221,45,6,2024
NORTH CAROLINA,Nonmetropolitan County,Dare,41,2,3,0,36,166,47,116,3,3,2024
NORTH CAROLINA,Nonmetropolitan County,Granville,68,6,18,5,39,273,75,157,41,4,2024
NORTH CAROLINA,Nonmetropolitan County,Halifax,136,15,16,14,91,379,163,192,24,4,2024
NORTH CAROLINA,Nonmetropolitan County,Harnett,288,5,18,13,252,1383,326,866,191,18,2024
NORTH CAROLINA,Nonmetropolitan County,Haywood,70,4,10,1,55,390,127,226,37,2,2024
NORTH CAROLINA,Nonmetropolitan County,Hertford,13,3,4,2,4,67,21,36,10,2,2024
NORTH CAROLINA,Nonmetropolitan County,Jackson,104,1,24,2,77,475,260,179,36,1,2024
NORTH CAROLINA,Nonmetropolitan County,Lee,29,1,9,1,18,200,83,96,21,2,2024
NORTH CAROLINA,Nonmetropolitan County,Martin,31,0,3,1,27,161,57,86,18,0,2024
NORTH CAROLINA,Nonmetropolitan County,McDowell,53,3,14,2,34,587,249,271,67,9,2024
NORTH CAROLINA,Nonmetropolitan County,Montgomery,55,3,12,4,36,153,37,94,22,4,2024
NORTH CAROLINA,Nonmetropolitan County,Northampton,73,3,6,8,56,350,155,165,30,5,2024
NORTH CAROLINA,Nonmetropolitan County,Pamlico,22,0,1,0,21,124,40,73,11,3,2024
NORTH CAROLINA,Nonmetropolitan County,Pasquotank,77,0,10,6,61,151,52,79,20,7,2024
NORTH CAROLINA,Nonmetropolitan County,Perquimans,27,0,0,5,22,109,43,54,12,2,2024
NORTH CAROLINA,Nonmetropolitan County,Polk,39,1,1,1,36,121,42,61,18,2,2024
NORTH CAROLINA,Nonmetropolitan County,Richmond,136,5,12,15,104,860,246,491,123,7,2024
NORTH CAROLINA,Nonmetropolitan County,Robeson,900,21,12,62,805,1885,574,1026,285,55,2024
NORTH CAROLINA,Nonmetropolitan County,Rutherford,80,1,17,1,61,428,145,236,47,6,2024
NORTH CAROLINA,Nonmetropolitan County,Sampson,105,2,25,4,74,690,207,369,114,11,2024
NORTH CAROLINA,Nonmetropolitan County,Scotland,84,2,7,12,63,263,98,125,40,11,2024
NORTH CAROLINA,Nonmetropolitan County,Surry,78,8,19,2,49,431,145,205,81,4,2024
NORTH CAROLINA,Nonmetropolitan County,Swain,24,0,4,0,20,103,33,60,10,1,2024
NORTH CAROLINA,Nonmetropolitan County,Transylvania,26,0,4,0,22,140,31,90,19,3,2024
NORTH CAROLINA,Nonmetropolitan County,Tyrrell,9,2,2,0,5,34,15,14,5,1,2024
NORTH CAROLINA,Nonmetropolitan County,Warren,61,3,3,9,46,199,56,118,25,1,2024
NORTH CAROLINA,Nonmetropolitan County,Watauga,19,3,3,0,13,134,39,81,14,1,2024
NORTH CAROLINA,Nonmetropolitan County,Wilkes,121,3,29,3,86,429,149,222,58,4,2024
NORTH CAROLINA,Nonmetropolitan County,Wilson,49,4,1,4,40,274,40,193,41,2,2024
NORTH CAROLINA,Nonmetropolitan County,Yancey,6,0,0,1,5,55,18,30,7,2,2024
NORTH DAKOTA,Metropolitan County,Burleigh,14,0,2,1,11,70,16,44,10,0,2024
NORTH DAKOTA,Metropolitan County,Cass,12,0,4,1,7,153,38,105,10,1,2024
NORTH DAKOTA,Metropolitan County,Grand Forks,12,0,3,1,8,56,19,28,9,0,2024
NORTH DAKOTA,Metropolitan County,McHenry,3,0,0,0,3,27,7,16,4,0,2024
NORTH DAKOTA,Metropolitan County,Morton,5,0,0,0,5,74,13,48,13,0,2024
NORTH DAKOTA,Metropolitan County,Ward,34,0,9,1,24,49,10,28,11,0,2024
NORTH DAKOTA,Nonmetropolitan County,Barnes,0,0,0,0,0,5,2,3,0,0,2024
NORTH DAKOTA,Nonmetropolitan County,Benson,4,0,3,0,1,6,2,4,0,0,2024
NORTH DAKOTA,Nonmetropolitan County,Billings,0,0,0,0,0,2,0,2,0,0,2024
NORTH DAKOTA,Nonmetropolitan County,Bottineau,2,0,1,0,1,45,2,39,4,0,2024
NORTH DAKOTA,Nonmetropolitan County,Cavalier,2,0,1,0,1,15,5,10,0,0,2024
NORTH DAKOTA,Nonmetropolitan County,Dunn,1,0,0,0,1,16,1,11,4,0,2024
NORTH DAKOTA,Nonmetropolitan County,Emmons,0,0,0,0,0,20,6,14,0,0,2024
NORTH DAKOTA,Nonmetropolitan County,McIntosh,0,0,0,0,0,5,0,5,0,0,2024
NORTH DAKOTA,Nonmetropolitan County,McKenzie,12,1,1,0,10,80,12,49,19,2,2024
NORTH DAKOTA,Nonmetropolitan County,McLean,9,0,2,1,6,49,10,31,8,0,2024
